college_name,branch,rank
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",17188
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",17250
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",17272
Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",17287
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",17296
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",17305
Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",17307
Indian Institute  of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",17366
National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",17461
Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",17462
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",17471
Indian Institute  of Technology Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",17525
Indian Institute  of Technology (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",17543
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",17550
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",17559
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",17582
Indian Institute  of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",17600
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",17607
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",17627
Indian Institute  of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",17655
Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",17668
Indian Institute  of Technology Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",17675
Indian Institute  of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",17714
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)",17718
Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",17722
Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",17741
Indian Institute  of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",17760
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",17777
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",17902
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",17907
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",17907
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",17918
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",17964
Indian Institute  of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",17993
Indian Institute  of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",18004
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",18027
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",18045
Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",18073
Indian Institute  of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",18102
Motilal Nehru National Institute of Technology Allahabad,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",18117
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",18133
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",18163
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",18214
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)",18259
Indian Institute  of Technology Jodhpur,"Chemical Engineering (4 Years, Bachelor of Technology)",18279
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",18337
Indian Institute  of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",18347
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, Bachelor of Technology)",18398
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",18406
Indian Institute  of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",18438
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",18447
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",18464
Indian Institute  of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",18465
Indian Institute  of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",18584
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",18613
Indian Institute  of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",18670
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",18679
"Punjab Engineering College, Chandigarh","Computer Science and Engineering (4 Years, Bachelor of Technology)",18695
Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",18756
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",18777
Indian Institute  of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",18848
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",18853
Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",18857
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",18868
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",18924
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",18956
Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",18976
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",18992
Indian Institute  of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",19020
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",19087
Indian Institute  of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",19088
Indian Institute  of Technology Kharagpur,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",19098
Indian Institute  of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",19120
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",19121
Indian Institute  of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",19129
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",19148
Indian Institute  of Technology (BHU) Varanasi,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",19161
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",19162
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",19175
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",19176
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",19191
Indian Institute  of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",19193
Indian Institute  of Technology (BHU) Varanasi,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",19246
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",19301
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",19318
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",19321
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",19449
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",19558
National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",19569
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",19586
Indian Institute  of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",19624
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",19665
Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",19695
Indian Institute  of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",19725
